communityId,avg_pw_dist
305,0.012632489064167954
8502,0.033074411465820686
3118,0.03733632687858231
3633,0.04457661129157808
1251,0.03131240110641508
147,0.011130817559616923
964,0.02838192700496702
3380,0.012566428454886765
1386,0.014935858213856816
5437,0.029136874272317887
2786,0.030771604925886913
4948,0.08357656727706321
7724,0.03866922099018011
1794,0.020692185081848204
7240,0.028830875146554403
6015,0.017438568092989912
6634,0.03384072911252742
8561,0.015903106051547593
2935,0.022742611614297106
2081,0.011365419075077215
4239,0.0131624350797518
4826,0.03803952279033622
3748,0.015412066500879269
2338,0.011426311656083463
1655,0.006969844409311105
1853,0.007482466524056719
1884,0.007482466524056719
1900,0.007482466524056719
3659,0.017605282181552714
1848,0.0029319648163218365
2172,0.007632678549904877
2245,0.00863018257948813
2266,0.01593645907214626
2854,0.013121509028173939
5569,0.014916773178920796
3678,0.014657117311041778
3997,0.02015150285660283
3671,0.006735148227582855
3969,0.009272653901749264
3806,0.015356204437588268
4028,0.013530471987569731
3685,0.013530471987569731
3964,0.003134900406248576
4379,0.012931534658886482
3852,0.012931534658886482
4362,0.004807731770098776
4146,0.005334544867820096
4150,0.004980174486268405
4256,0.004790155600988635
4459,0.007593763742238305
4366,0.007675687779622125
4374,0.005247764224828245
4548,0.0072256216074963065
4650,0.003915770738701198
4355,0.0038545412502831917
4471,0.006329832743210349
4991,0.01245109030450057
4444,0.01245109030450057
4556,0.01245109030450057
4653,0.0029311709264845717
4758,0.007178437773825571
7005,0.02095815362572128
4853,0.0041280153244840825
4855,0.004244770365536893
4963,0.007332397008276833
5039,0.009356357645205943
4846,0.004562472587101492
4750,0.002931567862001882
4967,0.037813805175398375
4972,0.006406669619687523
4877,0.006842784674688425
4882,0.006166673341683761
5268,0.008242448036626361
5146,0.007747293826415454
5152,0.0037003912939788785
5159,0.006548023080339627
5100,0.007846423477654785
5320,0.008192178510896039
5451,0.005259548822759445
5255,0.0043384487796915144
5575,0.008114753502357819
5687,0.015530440983955665
5163,0.004343744924671521
5395,0.008410272761962526
5349,0.005634515914760885
5375,0.005634515914760885
5455,0.003702652822866121
5560,0.008278227454699557
5566,0.004178961104331283
5639,0.00406921028755508
5441,0.0029345924524835526
5643,0.0021200235847794848
5744,0.00805249263075149
5553,0.004533229395622883
5857,0.005670579757503146
5967,0.006832043271121232
5772,0.006832043271121232
6072,0.011008604894517552
6050,0.008765840202142302
5752,0.008765840202142302
5855,0.004940488814798879
5862,0.0041328907292390105
5737,0.007135912122363727
6138,0.007035986711955655
6059,0.004421291729744536
6165,0.006654355638058221
6073,0.0046745712231547965
5999,0.0047651529560338276
6345,0.007284892396949098
6396,0.014890741574001791
6162,0.00625702345479222
6077,0.003010016611249567
6457,0.006076570342605749
6375,0.010722335134935134
6385,0.009407505576854588
6148,0.009407505576854588
6371,0.007127588687931299
7026,0.01703337403040436
6753,0.010462286827059809
6747,0.007761988624170743
6252,0.007761988624170743
6565,0.004939317346526248
7085,0.012494961328849188
6795,0.007644427733985771
6977,0.011559146047289533
6658,0.003950343797266525
6761,0.0037063154571741665
6763,0.003661128026922511
6673,0.0034016409183918414
6771,0.0050166786636922775
7159,0.0074816360227906884
7164,0.007682607895541837
7267,0.010067538390495883
7255,0.007001887667449877
7071,0.003669321042783248
7490,0.015654621112472976
7319,0.005706079992695662
7052,0.002934603961364552
7271,0.005184521253245498
7730,0.007328166228792196
8054,0.015602703640790768
7375,0.002934703700166604
7774,0.007510340826238121
7722,0.003965463689106313
7625,0.0034016269856936405
7662,0.005044568448132957
7768,0.008147104871496438
7985,0.010078329829534643
7646,0.0030099999999979588
7460,0.00403361433107628
8380,0.011928186256423447
7479,0.011928186256423447
7647,0.011928186256423447
7989,0.01675548742662839
7935,0.0053548213744816515
8169,0.008644695026209556
8027,0.004854432164726925
8834,0.01231911848644167
8242,0.010169273779026863
8073,0.0021100236965441352
8374,0.005563124134018699
8033,0.005563124134018699
8572,0.004941682080283329
8575,0.006871736645912897
8128,0.006871736645912897
8734,0.019469109427846455
9096,0.01914251219540865
9120,0.019034362775176793
9368,0.029203226357841453
8389,0.006176150636104724
8751,0.006176150636104724
8774,0.0036816436546764863
9150,0.008912889041414724
8975,0.003284503102301924
8885,0.0030100000000015115
9085,0.005019344319250444
9080,0.006233436470865276
9747,0.017141881352258966
8844,0.017141881352258966
9884,0.008635445089046194
8934,0.008635445089046194
